video_id,video_title,author_name,published_date,category_id,views,likes,comments,length,keywords_count,subscribers
omfiHHm5P5M,The Cheapest Pickleball Paddle! #pickleball,Shea Underwood - Pickleball,2026-04-28 00:03:29,17,1885782,47353,129,00:01:35,0,104000
rMT_mjJvl3o,Would Reece Walsh make the PNG move? #NRL #RugbyLeague,FanaticsTV,2026-04-30 07:40:34,17,72717,789,90,00:00:32,0,90700
0HHDENtUEoc,NBA WHO AM I IN 60 SECONDS!,The Deep 3,2026-05-03 23:36:20,17,348063,24769,169,00:01:07,1,724000
dV_JU6yN-ws,"""A mighty effort!"" 💪 Foran praises Walsh's star turn despite Panthers loss | Manly Press Conference",Fox League,2026-05-03 11:07:50,17,20210,255,80,00:07:39,0,165000
7QTPGn-rzbE,Don’t Be That Guy 🥲 (@uci_mtbworldseries),The Athlete Feed,2026-04-21 14:32:22,17,4288428,43808,220,00:00:20,0,65400
WIx6XhOL80o,I BOUGHT A MYSTERY BALL FOR $50??,White Rose,2026-04-22 21:10:21,17,4664621,153047,616,00:00:37,0,36100
479lsVK2Dow,Can you do it faster than DJ? ⚡️ | #RoyalsFamily #Viral #Shorts,rajasthanroyals,2026-04-29 06:01:09,17,10033074,151023,439,00:00:41,0,2250000
jtsMrCpHE4g,Everyone’s posting aesthetic versions of Bengaluru’s first summer rain | Tim David,Royal Challengers Bengaluru,2026-04-29 13:32:54,17,15920610,312337,1179,00:00:24,0,5750000
SpIqbb7HKaE,All good between Tilak and Jamie 😅 | #MumbaiIndians #OneFamily #TATAIPL #CSKvMI,Mumbai Indians,2026-05-01 12:59:00,17,4996273,88983,188,00:00:11,5,8070000
sDMINU7SlbY,Doubted Rutu? | Time to Switch Sides! #ipl #ruturajgaikwad #csk,Ashwin,2026-05-03 07:36:54,17,834284,21109,187,00:00:31,24,1870000
jQhwkEtSdKo,😱॥ आमना-सामना ॥ Virat Kohli V/S Ms Dhoni 🤩🏏 #cricket #reels #viral #shorts #foryou #ytshorts #ipl,Abhi Yadav ,2026-05-01 02:32:59,17,2324370,16862,58,00:00:34,19,7210000
HVsF5XINLXk,Gully Cricketer Vs Academy Player 😱 #cricketwithvishal #shorts,Cricket With Vishal,2026-05-01 03:00:00,17,2024266,36044,55,00:00:43,1,8550000
J0u3K9iLznY,Sunil Narine speaks with Rinku Singh's Family After LSG Win | Knights TV | KKR 2026,Kolkata Knight Riders,2026-04-27 02:30:00,17,8329906,128498,522,00:00:20,0,2720000
2qm3oksQpAA,Will the boys arrive for the match on time? #UberIndia #SRH #Pachisi #UberBike,SunrisersIPL,2026-05-02 11:41:21,17,1411173,32488,203,00:00:16,0,1620000
3t-DsW4KVDk,"Move over, openers! Yuzvendra Chahal is coming for your spot! | #TATAIPL 2026",Star Sports,2026-05-03 16:17:35,17,708481,22133,102,00:01:25,0,9800000
z__tx6UXtZA,"You're a fool, Solo Sikoa! 😭",WWE,2026-04-30 19:10:00,17,1663784,28581,226,00:00:14,13,113000000
dB49KzkSfEo,"Nitish bro, you very chalak bro 😂",Delhi Capitals,2026-05-04 16:38:18,17,135138,5364,81,00:00:39,13,1900000
B10r862MT0I,IPL Funny Cricket Quiz Part 3 #shorts #ipl #cricket,Tamil Cricket News,2026-05-02 12:00:14,17,183496,13548,49,00:01:30,0,271000
3Molt783zLg,Batter you’d love to dismiss someday?🏏 Favourite match with #RCB❓Watch Suyash Sharma,Cricbuzz,2026-05-04 03:30:02,17,256900,10475,87,00:01:16,0,2920000
83GJM1S0FnE,Qualifying Highlights | 2026 Miami Grand Prix,FORMULA 1,2026-05-02 21:41:20,17,3738053,69119,2439,00:08:01,10,14600000
12evjZCiqTk,ఈ సీజన్‌లో వైభవ్ సూర్యవన్షి కంటే బెస్ట్ ఓపెనర్ ఎవరు? 🤔| #TATAIPL 2026,Star Sports Telugu,2026-05-01 03:30:45,17,263511,6771,84,00:01:20,0,309000
Eg6JP7-osRI,"CSK beat MI in Elclasico, Playoff hopes still alive #aakashvani",Aakash Chopra,2026-05-03 01:30:00,17,194291,8636,659,00:15:45,24,5210000
w3SpnAav3Zo,CSK Posukified MI! | CSK STORM BACK INTO THE PLAYOFF HUNT! | CSK vs MI Review | IPL 2026,Cheeky Cheeka,2026-05-02 22:50:22,17,134345,5247,794,00:39:05,15,548000
piqxJZgkt4c,"SRH vs KKR | GT vs PBKS | Match Prediction | IPL 2026 | Match - 45, 46 | Today Match Prediction",Anurag Dwivedi,2026-05-03 01:31:10,17,734665,11565,8718,00:20:04,18,7290000
cDo2ptwUGeI,"🔴MI VS LSG: ROHIT का जोरदार COMEBACK, RICKELTON OUTSTANDING, 228 पड़े कम, MI's 3rd WIN, LSG बेहाल👎",Sports Tak,2026-05-04 18:51:36,17,73041,1564,46,00:58:35,26,7900000
p58yszb3qd4,Leave when you hear a more dangerous T20 batter than Abhishek Sharma,ESPNcricinfo,2026-04-23 05:31:42,17,1467153,28125,523,00:01:01,0,1960000
inSUw1k4HSQ,CA Osasuna vs FC Barcelona | LALIGA 2025/26 | Extended Highlights,FanCode,2026-05-02 21:22:54,17,115296,4475,64,00:12:13,4,2250000
zVN6X2stggE,Rapid Fire ft. #IPL2026 🔥#CricItWithBadri,Cric It with Badri,2026-04-30 03:33:23,17,192955,4128,48,00:00:20,0,356000
0hXlzOl95KU,The Script is REAL! 🤯 Top Teams Collapse | GT vs PBKS & SRH vs KKR Reviews | GBB Cricket,GBB Cricket,2026-05-04 00:40:10,17,74370,5433,429,00:19:05,24,623000
MuLLND0jQ0Q,"It may be the Furnace, but it's the sprinklers that the Head Coaches had a close call with. 😂 #ISL12",Indian Super League,2026-05-01 13:34:10,17,87300,2036,5,00:00:10,0,2550000
Me3YTxbUZ2k,"After the game ends, he’s just a son asking “𝙆𝙝𝙖𝙖𝙣𝙖 𝙠𝙝𝙖𝙮𝙖?”🫶",PUNJAB KINGS,2026-04-30 08:56:48,17,210233,5506,37,00:00:20,0,864000
Rvf_dyRElIg,🚨SRH 244 Chase Destroys MI & Wankhede Records!🔥Head|Klassen|MI vs SRH Match 41 Highlights|IPL 2026,Filmy Poster,2026-04-29 20:21:46,17,139429,1903,25,00:10:04,22,698000
hdh_-prw240,OSASUNA 1 vs 2 FC BARCELONA | LALIGA 2025/26 MD 34 | TITLE TWO POINTS AWAY 👀🏆🔵🔴,FC Barcelona,2026-05-02 21:19:12,17,1417953,38647,1047,00:03:19,51,25700000
TYWr_5oyKow,MW 11 Championship Round Highlights | Shillong Lajong FC 4-0 Chanmari FC | Star Cement IFL,Indian Football,2026-05-02 15:17:07,17,39916,1629,204,00:08:36,12,1170000
AJkmzGjYGIg,MI പുറത്തായോ?ഒരോ ടീമിനും പ്ലേ ഓഫിലെത്താനുള്ള സാധ്യത എങ്ങെനെ? വിശകലനം | IPL 2026 Playoff Scenario,Raf Talks Cricket,2026-05-03 05:26:35,17,17165,846,85,00:05:08,41,258000
24u0g3GrhkA,DC vs RR: मैन ओफ़ द मैच बन रो पड़े KL RAHUL ने Vaibhav को अवोर्ड दे कहा ऐसा सुन करोगे सलाम,Sports Edge Cricket,2026-05-01 22:37:16,17,52824,790,76,00:09:44,0,4390000
CMhj6ut9UI8,LIVE: Lancashire Women v Hampshire Women | Women's Metro Bank One-Day Cup,Lancashire Cricket,2026-05-02 15:29:23,17,54074,534,0,05:55:38,8,180000
Ifes3klKALU,క్లాసేన్ సంచలన నిర్ణయం.. నాకు ఇక ఆడాలని లేదు..! | NTV Sports,NTV Sports,2026-05-02 11:29:06,17,66109,695,22,00:01:42,22,714000
eRdy3RqyfsM,CSK vs MI Dream11 Prediction| CSK vs MI Today Match Prediction| IPL 2026 Match 44,CRIC11 FORECAST,2026-05-02 07:30:18,17,30126,1195,89,00:12:01,20,1380000
EzGZK30rnUs,Conor Gallagher's First Spurs Goal! | Aston Villa 1-2 Spurs | Premier League Highlights,Tottenham Hotspur,2026-05-03 21:55:00,17,824985,14170,643,00:02:15,6,4980000
19yqxOmo1uo,When Murali had Nasser in a spin! 🤣 #cricket #shorts,Sky Sports Cricket,2026-04-17 10:09:19,17,4507379,54962,377,00:00:32,4,752000
KttmIHZq7vs,HIGHLIGHTS | Espanyol 0-2 Real Madrid | LaLiga,Real Madrid,2026-05-03 22:06:20,17,343800,13206,714,00:02:26,27,19600000
_65KOSqcvn0,Carlos Prates Octagon Interview | UFC Perth,UFC,2026-05-02 14:20:38,17,322623,7335,1098,00:03:29,6,22100000
GyUITvDHQgo,Why Did Marcus Stoinis Do This?,New Zealand Cricket,2026-04-21 19:30:06,17,1993897,25207,94,00:00:14,3,1960000
SPkH-9D0vJY,Smallest Bat vs Biggest Bat 🏏,Dude Perfect,2026-04-01 22:24:48,17,15887486,113703,346,00:00:16,25,61900000
T0AVZIGACnY,EXTENDED HIGHLIGHTS | Man City 2-1 Southampton | Two late goals send City into the FA Cup final!,Man City,2026-04-26 11:00:51,17,865413,13969,469,00:09:17,31,9260000
XlDaceE0FEA,プロ野球 ヤジに神対応する選手たち,YAKYU Ch.,2026-04-29 07:00:35,17,7566163,88803,645,00:00:46,0,32300
YBJeblt4Clk,ホームランを打たれない最高の方法 #野球,1分運動時間,2026-05-02 03:00:37,17,1554626,7471,75,00:00:25,0,25800
mm4qji7bn9Y,マー君に打ってほしかった岡田顧問 #阪神タイガース #プロ野球 #岡田彰布 #野球,MKTSports,2026-05-02 00:01:00,17,1777054,7689,399,00:00:40,2,18600
9x00hbM3ktw,アジアカップ決勝 大逆転劇 #感動 #サッカー #ワールドカップ #サッカー日本代表,感動ストーリーラボ,2026-04-30 11:00:30,17,2534979,9980,312,00:00:41,0,57100
nrhkn-JyJwc,全盛期のレブロンが最後を譲った選手 #バスケ #バスケットボール #nba,バスケットマンへの道,2026-05-01 12:15:08,17,2032124,15540,253,00:00:58,0,19300
uJPQtQj_1yE,㊗️100万再生！吉田正尚が代打で出場！チャレンジ成功後にフォアボールを選び出塁！出塁率は4割！,MLBサムライSPORTS【大谷翔平】,2026-05-02 23:34:08,17,1132573,5553,125,00:00:16,0,221000
FGZEbFyvqjY,｢勝負させろ｣満塁策に揺れるエース #プロ野球 #野球,ベースボールブレンド,2026-05-02 11:43:09,17,1348822,5362,233,00:01:47,7,43300
uoESQGSl5I8,【大谷翔平】相手監督へのまさかの行動に感動,野球雑学おじさん,2026-04-29 12:00:00,17,3057383,23827,422,00:00:39,8,48900
iTRGjDlRuOM,ベネズエラ野球が強い理由,スポログ,2026-05-02 02:30:37,17,1173335,3615,162,00:00:10,0,82700
cnDH3kOJEOk,試合後に意識不明になった元プロボクサー・重岡銀次朗さんの現在【クロ現】| NHK | #shorts,NHK,2026-04-28 08:00:42,17,3403230,17078,746,00:01:03,7,4550000
llQS1CSzlJQ,"井上尚弥 vs. 中谷潤人 , 試合 ハイライト\ Naoya Inoue vs. Junto Nakatani  - Highlights",KaibutsuBoxing,2026-05-02 22:26:41,17,2384100,9836,1224,00:12:58,0,130000
o53G28bwySQ,〈第1ラウンド〉井上尚弥 vs 中谷潤人 | 世界統一スーパーバンタム級タイトルマッチ12R,Lemino,2026-05-02 13:16:12,17,1330734,4898,1145,00:03:53,0,637000
GgwZcqL94Io,武尊が計量オーバー&反則の相手を成敗。#武尊 #rizin #shorts,格闘コメディ,2026-05-01 07:58:30,17,1268643,7891,139,00:01:53,0,33800
v9T58Gi3OjY,レジェンドが「井上尚弥vs中谷潤人」への本音を暴露した瞬間・・・ #ボクシング #格闘技 #井上尚弥,格闘王,2026-05-03 08:54:17,17,1147990,5434,350,00:01:15,0,138000
GPcstpg3_y4,なぜGKは真ん中に立たない？ #サッカー,アシフットボール-葦フットボール,2026-05-01 09:00:21,17,1405817,4944,64,00:00:29,0,109000
7v49nd7StfE,井上尚弥 🇯🇵 vs 中谷潤人 🇯🇵 現地映像 Naoya Inoue vs Junto Nakartani 4団体統一 世界スーパーバンタム級タイトルマッチ,Live Boxing Video,2026-05-02 17:07:42,17,1054965,7061,672,00:41:25,8,72000
ITtX3b6gmu8,IQの高さで試合を支配するヨキッチ　#shorts,まっつんワールド,2026-04-29 10:35:00,17,1685046,13654,60,00:00:32,3,184000
YGLjxTne5NA,【テル！】田中将大が四球と勘違いした佐藤輝明を呼び戻す｜DAZNでプロ野球公式戦配信中,⚾️DAZNベースボール,2026-05-01 11:50:31,17,1500240,5070,320,00:00:25,4,23600
nSl2ORphN5k,I Thought It Was Easy… She DESTROYED Me 😭🏀 #anklebreaker #streetball #1v1basketball #girl,I CAN'T STOP ,2026-04-20 17:32:14,17,11408402,0,1117,00:00:15,1,11500
6Njn0RfncsU,【日本代表GK対決】キッカー・谷晃生！早川友基との駆け引きを制する,Jリーグ公式チャンネル,2026-05-04 03:00:12,17,560483,4202,71,00:00:16,0,994000
BhB3Jsmy3Hs,【天才】メッシがプレー中に緊急停止した理由#サッカー解説 #戦術分析 #シュート #shorts,サッカー革命家チキン,2026-04-24 13:54:52,17,5348237,12514,137,00:00:38,0,225000
3-Sjomta2xk,井上尚弥と中谷潤人の判定結果を疑問視する井上尚弥 #井上尚弥 #中谷潤人,セカイのヒミツ,2026-05-03 11:27:09,17,1008537,6517,895,00:00:40,0,31300
gX3SkHMXv1U,【鉄平】落合博満がトレードに出した本当の意味とは #プロ野球 #中日ドラゴンズ #東北楽天ゴールデンイーグルス  #野村克也,プロ野球ストーリーズ,2026-05-02 21:00:00,17,819888,6551,154,00:00:58,0,12600
KKsqVY6FKlY,【武道・筋トレ】大腿部75cm超えのストロングマンにローキックは効くのか！？やってみた！！#aikido ＃karate #martial #武道 #空手＃合気道＃筋トレ#selfdefens,YASU道,2026-05-04 09:00:33,17,490616,8026,213,00:01:00,56,261000
yN8JSnAwuaA,【戦慄！笑顔で腕十字を極める合気娘】総合格闘技 vs 合気道 #異種格闘技戦 #aikido,AI夢広場,2026-05-03 11:01:26,17,597131,3577,19,00:00:16,0,42300
ZR5QRBsYQb8,佐々木朗希の「癖」を見抜いた山本由伸￼￼,クラウド21,2026-04-26 13:00:54,17,3685695,21981,560,00:00:20,16,145000
-29iKcR7mGY,Naoya Inoue vs Junto Nakatani #boxing #naoyainoue #shorts,Hass The Fight,2026-05-02 15:06:27,17,1056350,6703,401,00:00:40,3,12000
n60akfJARds,覚醒したゴールキーパだったけど,フットボールワールド,2026-04-29 10:45:05,17,1445648,8802,117,00:00:16,38,33200
iYgEs_Q01rM,魔裟斗にボディを受ける女子空手選手 #格闘技,格闘ワン,2026-04-25 12:15:07,17,4383940,13806,279,00:00:43,0,70300
5isHiXQBt84,【村上宗隆 5月最初の試合でメジャー単独トップの第13号3ラン！】ホワイトソックスvsパドレス MLB2026シーズン 5.2,SPOTVNOW,2026-05-02 02:28:21,17,2447531,22443,2808,00:04:13,3,1700000
BKLyksa18Bo,【体操選手なら能力テスト全クリできる説】#shorts #体操,【現役体操選手】シダックス shidaks,2026-05-04 03:00:21,17,654908,8129,40,00:01:00,0,1170000
ao-N886fYHk,2012年の自分に言っても信用されない水原一平,日ハムファンが語る。,2026-04-30 11:20:00,17,1285227,19506,278,00:02:00,3,144000
CxXkeRZTlKo,代走尾田がまたしても盗塁失敗…怒る権藤、フォローする内川、呆然の井上監督,軍曹(ぐんそー) ch,2026-04-29 14:43:04,17,1365713,3895,682,00:00:38,0,18800
3Zv7PGv3z-s,たった一振り,スポビト,2026-04-26 01:00:02,17,2932499,28826,980,00:00:40,0,86800
TGfAlEE7W58,鎌田とマテタの絡み,じょり 𝑱𝑶𝑹𝑰,2026-05-02 09:16:48,17,725678,7659,147,00:00:24,0,91100
DLj2P_PKDdw,【マンチェスター・U v リヴァプール｜ショートハイライト】プレミアリーグ25/26 第35節,U-NEXT フットボール,2026-05-03 21:00:10,17,466659,4295,664,00:04:24,26,394000
JdjNx0w3km4,中谷潤人を退け、未だ頂点に君臨する「怪物」井上尚弥。優勝おめでとう！,JMMA,2026-05-02 15:16:55,17,1039580,11223,537,00:01:55,8,44400
Zzcy6qI9RAY,見てくれこの弾道#football_park_classic,Football Park Classic,2026-05-02 09:00:50,17,529948,1038,56,00:01:00,1,95700
e4HcKk9N0GA,Top 15 Worst Umpire Moments in MLB History | Part 1,AP | MLB ⚾️,2026-04-29 19:35:00,17,4021447,33716,257,00:01:14,0,350000
s0qJ-ShCZRw,近本のデッドボールに対して、藤川球児監督、静かなる怒り #阪神タイガース #近本光司 #藤川球児 #shorts,違反球チャンネル,2026-04-26 10:52:20,17,2395019,11917,1507,00:00:18,0,24000
jvK6dmf1yQ8,朝倉未来を動かした意外な人物…,【公認】ブレイキングダウンまとめ,2026-05-03 12:51:04,17,346682,1270,128,00:00:25,0,153000
uzT_0molb4g,「彼は誰よりも早く現れる」同僚投手が明かした、村上宗隆がシカゴで愛される“本当の理由”,ベンチの笑い声,2026-05-01 23:08:20,17,742026,7505,204,00:01:39,0,15700
4sOw046WSb0,上田綺世が驚異的なボールキープで試合を締める！ #日本代表 #サッカー,ぷあたんアカデミーMk2,2026-04-26 02:00:04,17,1731630,5670,164,00:00:21,0,78700
MjuqVI0L64c,㊗️100万再生！満塁の場面でまさかのピッチクロック違反！？,スポキャッチ【MLB】,2026-04-28 04:42:32,17,1410109,2559,44,00:00:14,0,44400
gAg6B74vJ5E,盛り上がりがすごかった❗️,ラスチェッソ,2026-05-01 22:26:08,17,653501,4954,160,00:00:38,1,11600
mIshVN9KTeI,【バレーあるある】一流指導者の考え方,バレーボールと芸人さとゆり,2026-04-30 09:01:12,17,739015,8158,25,00:00:28,0,130000
WtgWwAZhYN4,【ONE SAMURAI 1】武尊 vs. ロッタン【ハイライト】U-NEXTで独占ライブ配信中！,U-NEXT格闘技公式,2026-04-29 13:15:29,17,649119,2730,814,00:02:30,3,99100
JSl9GhdP4z0,【歴史に残る大接戦】2026年 天皇賞(春)ＧⅠ  クロワデュノール　実況：川島壮雄 【カンテレ公式】,カンテレ競馬【公式】,2026-05-03 07:05:31,17,575704,4960,1403,00:04:16,6,534000
gz4SdzrjV24,ブルージェイズ岡本和真が３戦連発９号,Baseball Archives,2026-05-04 00:19:40,17,352844,1639,26,00:00:43,6,25700
NZR_xy7geGc,【この打ち方の凄さ…わかる？】 #ソフトボール #野球 #softball #甲子園 #好プレー集#日本代表,黒かめソフトボールチャンネル　Black turtle  softball,2026-05-03 22:00:22,17,209858,202,72,00:00:11,0,76400
SYDqLIf1gDc,【パリ・サンジェルマン vs バイエルン】UEFAチャンピオンズリーグ 2025-26 準決勝 1st leg／3分ハイライト【WOWOW】,WOWOWサッカー official,2026-04-28 23:48:52,17,1170359,11324,1872,00:03:19,39,321000
e-OI9RnGYIs,こんなことあるんだ#野球 #mlb #ルール #審判,審判員ジェイのわかりやすい野球ルール講座,2026-05-01 08:00:42,17,482853,311,7,00:00:19,0,27200
VU7B0cFiXRI,NAOYA INOUE vs JUNTO NAKATANI - UNDISPUTED SUPER BANTAMWEIGHT  TITLE! 井上尚弥 vs 中谷潤人 ライブ (PODCAST),Filipino Brothers,2026-05-02 14:12:56,17,1561382,10601,6,06:44:02,20,571000
1G2BnjpPa3s,宇佐美正パトリック BreakingDown勢を一蹴！あいつらは所詮カス【RIZIN.53】,RIZIN【切り抜き動画】チャンネル,2026-05-02 04:08:40,17,511900,3238,398,00:00:21,10,172000
f6C9BUxH960,【澤村拓一が選ぶ】理想の野球選手作成ゲーム,スポーツナビ 野球チャンネル,2026-05-02 03:00:45,17,442211,2394,62,00:00:42,4,310000
rWVLiRzo8Vk,レオザが試合前のサポーターに要求した事とは？,レオザマニア【Leothefootball】公認切り抜き,2026-04-30 21:40:00,17,568617,7312,40,00:00:26,0,158000
el2fmfzIOXg,Takuma Inoue dominó sin discusión: derribó dos veces a Kazuto Ioka,NotiFight,2026-05-02 13:00:31,17,303228,1067,69,00:00:20,0,12400
sPTj12PzY2M,鎌田大地が絶妙なスルーパスで敵を粉砕してしまった試合！ #サッカー #鎌田大地,サッカーの時間です,2026-05-02 10:30:34,17,357879,1207,14,00:00:32,0,22700
EaV80P8vL90,元キャッチャー打線を組め！ #プロ野球 #野球 #村上宗隆 #田中将大 #近藤健介,ハムショーのスポーツ実況ch,2026-05-04 07:38:00,17,260090,4256,288,00:01:01,0,398000
gobzakmZ6z0,時代遅れの根性論にブチギレた伊良部秀輝に関する雑学【プロ野球/NPB】,四郎の野球研究所,2026-04-30 08:00:49,17,594523,2138,79,00:01:02,24,15200
zVqyetCJ40g,中谷が試合後に投稿したコメント　#short #井上尚弥 #中谷潤人,格闘ネズミ,2026-05-03 09:43:56,17,361835,7100,325,00:01:04,0,14800
A9R7ndRvjQk,Naoya Inoue's brother Takuma Inoue's impressive win over Ioka to defend his bantamweight title 👏,Ring Magazine,2026-05-02 12:04:01,17,503648,4205,188,00:00:44,0,1210000
1a0DMQYejHk,【プロ野球】山本由伸のフォーム推移 #npb #野球 #プロ野球 #mlb #山本由伸,野球の木,2026-04-28 09:00:07,17,934460,7424,150,00:00:35,0,23300
zSC9eU4hnlc,エスコンで飛んではいけないレベルの特大ファール #shorts,(パーソル パ・リーグTV公式)PacificLeagueTV,2026-04-21 14:30:48,17,3226407,17689,127,00:00:24,5,1670000
gbV_QRCYQ2Y,【ハイライト】F1™︎ 第4戦 マイアミ 決勝｜2026【特別公開】,フジテレビ Fチャンネル,2026-05-03 20:46:25,17,462036,5359,336,00:14:18,51,140000
w41JPyra7bs,【井上尚弥vs中谷潤人】2026年5月1日前日計量,【公式】ds ボクシング - Presented by Lemino -,2026-05-01 05:00:51,17,1119068,12687,860,00:01:00,0,64000
ABX1r7hDkyk,丸山和郁選手 史上73人目のサイクルヒット達成！ #swallows #丸山和郁 #shorts,東京ヤクルトスワローズ,2026-05-01 11:53:09,17,539023,8167,298,00:00:30,7,287000
dEQSYYoJo4U,Naoya Inoue vs Junto Nakatani #boxing #highlights #knockout,PetrovBoxing,2026-05-02 13:57:02,17,593936,5479,236,00:00:41,17,20300
iaC0eLNt5jw,審判が大谷を呼び戻したまさかの理由,鳥肌が立つ雑学,2026-04-24 11:01:19,17,1695737,6777,30,00:00:25,0,21800
VPnr3JCz-_s,2026年 天皇賞（春）（GⅠ） | 第173回 | JRA公式,JRA公式チャンネル,2026-05-03 07:25:49,17,274130,2688,467,00:03:32,50,1080000
492ZKlnh154,投手イチローから右中間へ豪快タイムリー【高校野球女子選抜 VS イチロー選抜 KOBE CHIBEN】#Shorts #イチロー #森﨑杏,【公式】TBS スポーツ,2026-04-26 10:00:00,17,1128791,3681,124,00:00:37,58,594000
nOh2y5oRXuU,㊗️100万再生🔥大谷翔平”恩師”マッカローとの再会で見せた“神対応”が泣ける…,スポーツアンテナ,2026-04-28 03:23:26,17,1062799,11824,195,00:00:32,14,145000
q0Wm2spWlY8,八村塁が語った【世界一簡単なシュートとは？】#shorts #バスケ #nba,コービーを愛する男,2026-05-03 02:44:46,17,199525,1936,55,00:01:06,0,42400
zKfo61vPXf8,"[プロ野球]""ア""から始まる助っ人だけで打線組め!!#プロ野球 #野球#セリーグ #パリーグ",ギー太 ホークス応援チャンネル,2026-05-03 09:11:37,17,264954,2889,228,00:01:53,0,72400
mwGPyMwVzkQ,【5月3日 阪神-巨人 ハイライト】サトテルがまた打った！！才木の奪三振ショー！！無双状態突入！！阪神タイガース密着！応援番組「虎バン」ABCテレビ公式チャンネル,虎バン 阪神タイガース応援チャンネル ABCテレビ公式,2026-05-03 07:57:01,17,368923,4209,562,00:09:43,0,593000
VoMn4z75feA,新日本プロレス『レスリングどんたく 2026』(5.3) 金丸を絞るとウイスキーが!? #shorts,NJPW WORLD Official,2026-05-03 12:11:12,17,185186,1087,34,00:00:25,34,338000
wG44zg-Oftk,パスした先には... 選手じゃなくてHCがいました😞,長崎ヴェルカ 公式,2026-05-02 09:01:28,17,269666,1861,30,00:00:17,0,19700
oBe9IXxlVKc,JOGO COMPLETO: FLAMENGO X VASCO  | BRASILEIRÃO 2026 | ge tv,ge tv,2026-05-03 21:45:03,17,9644240,373475,223,03:58:02,27,16000000
5WLKtG5wAUU,JOGO COMPLETO: MIRASSOL X CORINTHIANS | BRASILEIRÃO 2026 | 14ª RODADA,CazéTV,2026-05-04 04:56:49,17,7961114,187501,9,07:48:26,23,26100000
lo3O9cuvpOQ,CLIMA ESQUENTOU LEGAL! 😳😳😳,SportyNet,2026-05-02 23:11:10,17,2147496,30883,531,00:00:12,0,2050000
eip4MNQQ88c,🔥SE ELE ACERTAR GANHA O ALBUM #shorts,Hariston,2026-04-30 23:44:09,17,2434119,86497,242,00:00:56,0,1860000
-sFlrtnKjmY,FÁCIL DIFÍCIL E IMPOSSÍVEL,ALADDIN ,2026-04-29 14:51:57,17,2917392,81450,295,00:01:02,0,1840000
DyzRD2QlMTk,"DEMBÉLÉ E KVARA BRILHAM, MAS BAYERN SE RECUPERA COM TRIO KANE, OLISE E LUIS DÍAZ | PSG 5X4 BAYERN",TNT Sports Brasil,2026-04-28 21:08:37,17,5253687,205156,7540,00:08:53,25,12800000
f6__OywU6dw,DENILSON RELEMBRA seu LANCE ICÔNICO CONTRA A TURQUIA #denilsonshow #copadomundo #futebol #realbetis,Linha de Fundo,2026-04-29 01:00:41,17,3050857,100829,1069,00:01:06,21,14700
SVLnGEHBGVE,CLÁSSICO MINEIRO É TRANQUILO😳🔥,Gonze Neles,2026-05-04 02:00:32,17,938042,20177,400,00:00:20,0,2000000
Qngy6QfsIXo,Neymar vs Women 😈,CTfootball,2026-05-02 14:00:43,17,5933951,57442,87,00:00:23,0,109000
AjIZJi88edc,PORQUE OS JOGADORES PULAM OS ESCUDOS DOS TIMES,Vitin Futebol,2026-04-30 17:00:20,17,2061132,17200,24,00:00:21,4,484000
XiZQb82kTl0,X1 VALENDO FIGURINHA DO MESSI E DO CR7,Cayo Da Resenha,2026-05-02 21:25:23,17,1485462,46054,409,00:01:10,0,3220000
ENTmgqrBuCg,"VINICIUS JR. DÁ SHOW, ANOTA GOLAÇOS, E REAL MADRID VENCE O ESPANYOL EM LALIGA | MELHORES MOMENTOS",ESPN Brasil,2026-05-03 21:44:54,17,1262277,55775,1895,00:11:07,20,7900000
PlqxDUObObU,Onde eu errei?,dashifutz,2026-04-28 00:00:25,17,2867700,96398,1244,00:00:23,0,342000
Cy-nvkyjumM,Fácil Difícil Impossível  #15,IFALUZ ,2026-04-29 22:20:48,17,1901459,19394,785,00:00:13,0,52600
3apma8GWH2I,ESTRATÉGIA BIZARRA DO GOLEIRO DO PALMEIRAS,FrankCastleFC,2026-04-30 15:00:08,17,1559193,21699,309,00:00:26,0,51300
gkdfhTYO-Xs,NEYMAR TEM QUE IR PRA COPA?,Futebol Puro ,2026-04-26 16:28:48,17,3226307,22835,969,00:00:11,0,73700
ioLGzM1QlI0,Cold Touches Only ⚽️🥶,Mo Project,2026-05-03 16:19:25,17,6268419,28801,110,00:00:15,0,1360000
5_61d9_5jVg,DESCUBRA O JOGADOR,NOVO NEYMAR ,2026-04-28 12:00:08,17,2320477,24033,361,00:00:47,11,480000
SsvoSiabkLI,Leitura labial de Lyanco vs Renan Lodi após ser expulso no Clássico Ceuzeiro x Atlético-MG,VELLOSO,2026-05-03 15:01:35,17,748402,27743,1274,00:01:06,0,421000
tutjCeIeNY0,Quando os árbitros exageram no uso do spray de espuma,Futecem,2026-05-01 22:00:57,17,868548,7531,42,00:00:29,3,2210000
KvELugVntfo,JOGO ABERTO NOVIBET - PROGRAMA COMPLETO - 04/05/2026,Jogo Aberto,2026-05-04 16:07:35,17,988467,18109,111,01:51:34,18,5590000
vnF3wZARZck,PEGOU A JOGADORA ADVERSÁRIA E SENTIU A DOR #futebolfeminino #funnyvideos #esporte,Futebol Clubista,2026-04-28 04:24:40,17,1254001,6350,17,00:00:13,0,137000
